zip,city,day_0,time_0,day_1,time_1,day_2,time_2,publicHolidayCode
63075,OFFENBACH-WALDHEIM ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-DUDENHOFEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-HAINHAUSEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-JÜGESHEIM ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-NIEDER-RODEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-ROLLWALD ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63110,RODGAU-WEISKIRCHEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63128,DIETZENBACH ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63128,DIETZENBACH-HEXENBER ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63128,DIETZENBACH-STEINBER ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63128,DIETZENBACH-WALDACKE ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63128,DIETZENBACH-WINGERTS ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63132,EITERFELD-TREISCHF ,Mittwoch,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63150,HEUSENSTAMM ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63150,HEUSENSTAMM-REMBRÜCK ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63150,HEUSENSTAMM-WALDESRU ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63165,MÜHLHEIM ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63165,MÜHLHEIM-DIETESHEIM ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63165,MÜHLHEIM-LÄMMERSPIEL ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63165,MÜHLHEIM-MARKWALD ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63179,OBERTSHAUSEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63179,OBERTSHAUSEN-HAUSEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63225,LANGEN ,Dienstag,zwischen 9 - 13 Uhr,Freitag,zwischen 9 - 13 Uhr,,,1
63225,LANGEN-NEUROTT ,Dienstag,zwischen 9 - 13 Uhr,Freitag,zwischen 9 - 13 Uhr,,,1
63225,LANGEN-OBERLINDEN ,Dienstag,zwischen 9 - 13 Uhr,Freitag,zwischen 9 - 13 Uhr,,,1
63263,GRAVENBRUCH ,Dienstag,zwischen 11 - 14 Uhr,Freitag,zwischen 11 - 14 Uhr,,,1
63263,NEU ISENBURG ,Dienstag,zwischen 9 - 13 Uhr,Freitag,zwischen 9 - 13 Uhr,,,1
63263,ZEPPELINHEIM ,Freitag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63303,DREIEICH-BUCHSCHLAG ,Dienstag,zwischen 11 - 14 Uhr,Freitag,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-DREIEICHENH ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-GÖTZENHAIN ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-NEUHOF ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-OFFENTHAL ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-PHILIPPSEIC ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,DREIEICH-SPRENDLINGE ,Dienstag,zwischen 11 - 14 Uhr,Freitag,zwischen 11 - 14 Uhr,,,1
63303,DREIEICHENHAIN ,Dienstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63303,GÖTZENHAIN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63303,SPRENDLINGEN ,Dienstag,zwischen 11 - 14 Uhr,Freitag,zwischen 11 - 14 Uhr,,,1
63322,RÖDERMARK-BREIDERT ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63322,RÖDERMARK-MESSENH. ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63322,RÖDERMARK-OBERRODEN ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63322,RÖDERMARK-URBERACH ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63322,RÖDERMARK-WALDACKER ,Dienstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63329,EGELSBACH ,Dienstag,zwischen 13 - 16:30 Uhr,Freitag,zwischen 13 - 16:30 Uhr,,,1
63329,EGELSBACH-BAYERSEICH ,Dienstag,zwischen 13 - 16:30 Uhr,Freitag,zwischen 13 - 16:30 Uhr,,,1
63450,HANAU ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63452,HANAU ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63452,HANAU-TÜMPELGARTEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63454,HANAU ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63454,HANAU-HOHE TANNE ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63454,HANAU-KESSELSTADT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63454,HANAU-MITTELBUCHEN ,Montag,zwischen 9 - 13 Uhr,Donnerstag,zwischen 9 - 13 Uhr,,,1
63454,HANAU-WESTSTADT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63454,HANAU-WILHELMSBAD ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63456,HANAU-KLEIN AUHEIM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63456,HANAU-STEINHEIM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63457,HANAU ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63457,HANAU-GROßAUHEIM ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63457,HANAU-WILHELMSBAD ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63457,HANAU-WOLFGANG ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63477,MAINTAL-BISCHOFSHEIM ,Dienstag,zwischen 13 - 16:30 Uhr,Freitag,zwischen 13 - 16:30 Uhr,,,1
63477,MAINTAL-DÖRNIGHEIM ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63477,MAINTAL-HOCHSTADT ,Dienstag,zwischen 13 - 16:30 Uhr,Freitag,zwischen 13 - 16:30 Uhr,,,1
63477,MAINTAL-WACHENBUCHEN ,Montag,zwischen 9 - 13 Uhr,Donnerstag,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL-BUTTERSTA ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL-KIRLESIED ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL-NIEDERISS ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL-OBERISSIG ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63486,BRUCHKÖBEL-ROSSDORF ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63500,SELIGENSTADT ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63500,SELIGENSTADT KLEIN-W ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63500,SELIGENSTADT-FROSCHH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63505,LANGENSELBOLD ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63512,HAINBURG-HAINSTADT ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63512,KLEIN KROTZENBURG ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63517,NIEDERRODENBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63517,OBERRODENBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63517,RODENBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63526,ERLENSEE-LANGENDIEBA ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63526,ERLENSEE-RÜCKINGEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63533,MAINHAUSEN-MAINFLING ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63533,MAINHAUSEN-ZELLHAUS. ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63533,MAINHAUSEN-ZELLHAUSE ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63538,GROßKROTZENBURG ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63543,NEUBERG-RAVOLZHAUSEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63543,NEUBERG-RÜDIGHEIM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63546,HAMMERSBACH-HIRZBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63546,HAMMERSBACH-LANGENBE ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63546,HAMMERSBACH-MARKÖBEL ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63549,RONNEBURG-ALTWIEDERM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63549,RONNEBURG-HÜTTENGESÄ ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63549,RONNEBURG-NEUWIEDERM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63549,RONNEBURG ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63571,GELNHAUSEN-ROTH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63571,GELNHAUSEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63571,GELNHAUSEN-HAILER ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63571,GELNHAUSEN-HAITZ ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63571,GELNHAUSEN-HÖCHST ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63571,GELNHAUSEN-MEERHOLZ ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT-ALTENMIT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT-BERNBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT-HORBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT-NEUSES ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63579,FREIGERICHT-SOMBORN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63584,GRÜNDAU-BREITENBORN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-GETTENBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-HAINGRÜNDAU ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-LIEBLOS ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-MITTELGRÜNDA ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-NIEDERGRÜNDA ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU-ROTHENBERGEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63584,GRÜNDAU ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63589,LINSENGERICHT-ALTENH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-EIDENG ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-GEISLI ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-GROßEN ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-LÜTZEL ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-NEUENH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-WALDRO ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63589,LINSENGERICHT-HOFEICH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63594,HASSELROTH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63594,HASSELROTH-GONDSROTH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63594,HASSELROTH-NEUENHASS ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63594,HASSELROTH-NIEDERMIT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63599,BIEBERGEMÜND-BIEBER ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-BREITEN ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-KASSEL ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-LANZING ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-NEUWIRT ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-ROßBACH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-WIRTHEI ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-LÜTZEL ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63599,BIEBERGEMÜND-RÖHRIG ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH-AUFENAU ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH-HESSELD ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH-NEUDORF ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH-WEILERS ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH-WITTGENBORN ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63607,WÄCHTERSBACH- WALDENSBERG ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63618,BAD S.S.-ECKARDROTH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63619,BAD ORB ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63628,B.S.S-HAUSEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-AHL ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-BAD SODEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-ECKARTROTH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-KAT.WILLENROT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-KERBERSDORF ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-MERNES ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-ROMSTHAL ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-SALMÜNSTER ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63628,B.S.S.-WAHLERT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN- FISCHBORN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-BÖßGESÄß ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-HETTERSROTH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-HÖFEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-KIRCHBRACHT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-LICHENROTH ,Mittwoch,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-UNTERREICHE ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-UNTERSOTZBA ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-VÖLZBERG ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63633,BIRSTEIN-OBERSOTZBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-MAUSWINKEL ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-OBERREICHENBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-ILLNHAUSEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-WETTGES ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63633,BIRSTEIN-WÜSTWILLENROD ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63636,BRACHTT.-NEUENSCHMIT ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63636,BRACHTTAL-SPIELBERG ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63636,BRACHTTAL-HELLSTEIN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63636,BRACHTTAL-SCHIERBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63636,BRACHTTAL-UDENHAIN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63637,JOSSG.-LETTGENBRUNN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63637,LETGENBRUNN-PFAFFENHAUSEN ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63637,JOSSGRUND-VILLBACH ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63637,JOSSGRUND-OBERNDORF ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63637,JOSSGRUND-BURGJOSS ,Donnerstag,zwischen 13 - 16:30 Uhr,,zwischen 13 - 16:30 Uhr,,,1
63639,FLÖRSBACHTAL-LOHRHAUPTEN ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63639,FLÖRSBACHTAL-FLÖRSBACH ,Donnerstag,zwischen 11 - 14 Uhr,,zwischen 11 - 14 Uhr,,,1
63654,BÜDINGEN-MICHELAU ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-AULENDIEBAC ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-BÜCHES ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-CALBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-DIEBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-DUDENROD ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-DÜDELSHEIM ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-ECKHARTSHAU ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-LORBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-ORLESHAUSEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-RINDERBÜGEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-ROHRBACH ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-VONHAUSEN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-WOLF ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63654,BÜDINGEN-WOLFERBORN ,Donnerstag,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-BAD SALZHAUSEN ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-BORSDORF ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-EICHELSDORF ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-FAUERBACH ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-GEISS ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-HARB ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-KOHDEN ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-MICHELNAU ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-OBERLAIS ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-OBERSCHMITTEN ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-RANSTADT ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-SCHWICKARTSHAU ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-ULFA ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-UNTERLAIS ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
63667,NIDDA-UNTERSCHMITTEN ,Mittwoch,zwischen 9 - 13 Uhr,,zwischen 9 - 13 Uhr,,,1
